ID,Q257_1,Q257_2,Q257_3,Q257_4,Q257_5,Q257_6,Q257_7,Q257_8,Q257_9,Q257_10,Q257_11,Q257_12,Q257_13,Q257_14,Q257_15,Q257_16,Q257_17,Q257_18,Q257_19,Q257_20,Q257_21,Q257_22,Q257_23,Q257_24,Q257_25,Q257_26,Q257_27,Q257_28,Q257_29,Q257_30,Q257_31,Q257_32,Q257_33,Q257_34,Q257_35,Q257_36,Q257_37,Q257_38,Q257_39,Q257_40,Q257_41,Q257_42,Q257_43,Q257_44,Q257_45,Q257_46,Q257_47,Q257_48,Q257_49,Q257_50,Q257_51,Q257_52,Q257_53,Q257_54,Q257_55,Q257_56,Q257_57,Q257_58,Q257_59,Q257_60
152,4,5,4,2,3,3,4,2,4,5,2,4,3,4,4,4,1,5,4,3,2,1,2,4,3,3,4,2,3,2,4,4,5,4,3,3,3,5,2,4,4,5,4,3,1,4,2,1,3,1,3,4,2,4,1,5,5,4,2,4
153,4,4,1,4,4,3,5,2,4,4,2,2,4,2,3,5,2,4,4,4,3,1,2,4,2,2,5,1,5,3,2,4,4,2,4,3,1,5,1,4,3,3,5,4,2,3,2,1,2,3,2,5,4,1,2,4,5,2,2,3
154,3,4,4,2,4,2,4,1,5,5,2,4,2,3,4,3,1,5,4,3,2,2,2,4,2,2,5,2,2,2,4,4,2,3,2,2,4,3,1,4,5,2,3,4,2,2,2,3,4,3,2,4,4,1,1,5,4,3,2,4
156,3,4,5,2,2,2,4,2,1,5,4,4,3,4,4,3,2,3,4,3,3,4,5,2,1,2,4,5,2,1,4,3,2,5,5,3,4,3,3,5,3,4,2,3,2,3,2,2,2,5,4,4,5,3,1,1,2,5,3,4
157,5,4,2,3,4,5,5,2,4,4,2,2,4,2,5,4,2,5,4,3,3,1,1,5,4,2,5,2,5,2,4,5,5,5,3,3,2,4,3,2,4,3,4,4,2,2,3,1,2,5,2,4,5,3,4,4,4,1,3,4
163,4,4,4,4,3,4,5,2,4,5,2,1,4,4,4,3,2,2,4,3,4,2,2,5,1,3,4,4,4,2,3,4,2,3,3,2,1,4,2,3,4,4,4,4,1,3,4,3,4,3,1,5,5,2,1,3,3,3,2,5
164,1,4,5,2,4,3,4,5,2,3,5,5,2,2,4,5,2,3,4,3,2,1,4,2,4,4,4,4,2,4,5,2,2,4,3,4,2,2,4,2,2,3,4,3,2,1,4,4,3,4,4,4,3,4,2,1,2,4,2,4
165,2,4,2,2,2,2,4,2,2,3,2,3,5,2,2,4,2,4,4,2,2,2,2,2,4,2,4,2,2,4,4,4,4,4,3,4,3,4,4,3,2,3,4,2,4,2,2,2,2,3,4,4,4,4,3,2,4,2,2,2
166,5,4,4,2,1,5,4,2,5,5,1,2,3,5,5,2,1,2,5,5,4,4,1,2,1,1,4,4,1,1,2,3,3,4,5,1,4,5,5,5,5,2,4,1,1,5,2,3,2,1,1,4,5,5,1,5,4,4,5,5
167,4,4,2,3,4,5,5,1,3,4,4,3,5,2,4,4,2,5,3,3,3,1,3,4,2,2,4,2,5,3,3,4,5,4,4,3,1,4,2,4,4,3,5,5,3,3,3,1,3,3,2,5,5,2,3,4,4,1,2,3
168,4,3,4,5,4,4,4,3,4,4,1,2,4,2,5,2,3,1,2,2,4,2,3,4,1,2,3,4,4,3,2,3,2,3,2,2,2,4,1,4,4,2,4,4,2,4,4,2,4,4,2,4,4,1,4,4,4,3,2,4
169,4,3,2,2,2,3,4,3,2,3,2,2,4,3,3,2,4,4,4,3,3,2,4,3,2,2,3,2,4,2,4,4,3,4,5,3,2,3,2,3,3,4,4,3,2,4,4,1,2,1,3,4,4,2,2,3,3,2,4,4
170,4,5,1,4,3,4,5,2,4,5,2,1,4,3,4,1,4,5,2,5,4,1,5,5,4,2,5,1,4,1,3,5,5,2,5,1,1,5,1,3,4,3,4,1,1,4,2,1,1,1,1,5,1,2,2,5,4,1,2,4
171,4,4,2,5,1,4,5,4,4,5,1,1,4,1,5,2,1,2,2,5,4,1,2,4,1,2,4,1,5,1,2,5,4,4,5,1,1,4,1,4,4,3,3,5,1,4,1,1,2,1,2,5,4,2,1,4,4,1,1,5
172,3,5,4,2,1,4,5,4,3,5,1,4,4,1,5,2,1,3,5,5,4,1,5,4,1,4,5,2,5,1,4,4,3,5,5,3,1,4,4,5,2,2,5,4,1,3,1,2,1,1,2,5,5,5,1,3,5,1,2,5
173,5,5,4,2,2,4,5,2,4,5,2,2,4,2,3,2,2,5,4,5,3,2,4,4,2,3,4,4,4,2,2,5,4,4,4,3,2,4,2,4,4,2,4,4,2,5,2,2,4,1,3,5,4,2,4,4,3,2,3,4
174,4,4,4,3,1,4,4,3,2,4,1,4,4,3,4,4,1,3,4,5,4,3,3,3,1,1,4,3,4,1,3,4,4,4,5,3,4,4,3,4,4,4,3,4,2,5,4,3,4,3,3,2,4,2,2,4,4,4,3,4
175,5,4,2,4,3,4,5,1,4,4,3,3,2,4,4,4,4,4,2,4,3,2,1,4,1,2,3,1,5,1,1,4,4,2,4,3,1,4,1,3,4,2,4,3,1,2,3,1,4,4,1,4,4,1,1,4,4,1,4,4
176,4,5,5,2,3,4,5,4,2,4,2,3,3,4,3,4,1,4,5,3,3,2,4,3,4,3,5,5,2,2,5,5,2,4,4,2,3,3,3,4,3,4,4,3,2,4,2,3,2,2,4,5,2,3,3,4,3,3,3,4
178,5,5,2,5,5,5,5,1,5,5,5,1,5,1,5,3,1,2,1,5,5,1,5,5,5,1,5,2,5,1,2,5,5,5,1,1,1,5,1,1,5,1,5,5,1,1,1,1,1,1,1,5,5,1,1,5,5,1,1,5
179,5,5,1,3,1,3,5,1,5,5,5,1,5,1,5,1,1,3,5,5,1,1,1,3,1,1,5,4,2,1,1,5,4,5,5,3,1,5,1,1,5,2,5,4,1,5,1,1,1,1,1,5,5,1,1,5,3,1,1,5
180,4,5,2,5,2,4,5,3,5,5,3,4,3,2,5,2,3,4,2,3,3,1,3,4,1,1,4,4,5,2,3,4,4,4,4,3,2,4,1,4,5,4,5,5,2,4,4,1,1,3,3,4,5,1,1,5,3,4,2,4
181,5,5,4,2,1,2,5,5,4,5,1,2,4,5,5,1,1,5,4,5,5,1,5,5,1,1,5,5,1,1,1,5,5,5,5,1,4,5,2,4,5,1,5,4,1,5,1,1,2,1,4,5,1,4,1,5,5,5,4,2
182,4,4,4,4,2,3,4,4,4,5,2,3,4,3,5,4,2,2,4,4,4,3,4,3,2,4,4,4,3,2,4,4,3,2,4,3,2,4,4,4,4,2,4,3,2,2,3,4,4,4,4,4,2,4,2,3,4,4,4,5
183,4,5,2,2,3,5,5,4,5,5,1,4,4,2,5,3,1,4,4,4,3,3,4,4,1,3,5,4,4,1,4,4,4,4,5,2,2,4,2,4,4,4,5,2,1,3,1,1,2,2,3,4,4,2,3,4,3,2,4,3
184,4,3,4,2,2,4,4,2,2,5,2,2,4,2,2,2,2,4,4,3,4,2,2,4,2,2,4,2,4,2,4,4,4,5,4,2,2,4,2,4,4,2,4,3,2,4,2,2,2,2,2,3,4,2,2,2,4,2,3,4
185,4,4,2,4,2,4,5,2,4,2,4,1,4,2,4,5,2,4,4,2,4,2,2,4,4,2,4,2,4,2,4,4,4,4,4,2,2,4,2,2,3,3,4,4,2,2,4,2,4,2,2,4,4,2,2,3,4,1,2,4
186,5,4,3,3,5,3,4,5,3,4,3,3,3,4,5,4,3,3,4,5,4,2,3,3,4,2,4,2,4,1,4,3,3,5,3,4,4,5,3,5,4,4,4,4,2,3,4,2,3,5,2,3,5,3,4,3,3,2,3,4
187,5,5,4,5,1,5,5,1,4,5,2,2,4,2,5,2,2,5,2,5,4,2,2,5,2,1,4,2,2,1,2,5,5,2,5,2,5,5,1,4,5,2,5,4,2,5,1,1,4,2,5,5,5,2,1,4,4,2,1,4
188,4,5,2,4,3,4,3,4,4,5,4,4,5,1,5,3,3,4,4,1,4,2,4,4,1,2,4,4,5,1,3,5,3,5,4,2,1,5,1,5,3,4,4,4,2,3,3,2,3,2,2,4,3,3,2,4,3,3,1,5
189,5,4,4,4,4,4,4,3,4,5,2,2,2,4,5,1,1,3,4,3,4,2,4,4,2,3,4,4,3,1,4,4,3,2,2,2,4,4,2,4,3,5,4,2,2,5,4,1,4,3,2,4,3,2,2,4,3,4,4,5
190,3,5,5,2,1,5,3,4,3,5,1,4,1,5,5,3,1,3,4,5,3,5,5,3,1,2,3,5,2,1,4,4,2,4,5,2,4,3,5,5,4,5,3,2,1,5,4,3,2,1,3,4,2,5,1,4,3,4,4,5
191,5,4,2,5,2,3,4,2,5,5,2,1,4,1,5,3,3,4,1,4,2,1,4,5,2,3,4,4,5,2,2,5,4,1,5,3,1,3,1,5,4,3,4,5,5,5,3,2,4,1,2,4,4,1,1,4,5,2,2,4
192,4,4,5,2,3,4,5,5,4,5,4,1,3,4,5,3,1,1,3,4,2,2,2,1,2,4,5,4,3,4,2,2,2,4,4,2,4,4,5,2,3,1,5,2,4,4,4,3,2,1,5,4,4,4,3,4,4,2,3,2
